Date,spx_close,vix_decimal,forward_realized_vol
2010-01-04,1132.989990234375,0.20040000915527345,0.1821995579522214
2010-01-05,1136.52001953125,0.19350000381469726,0.18314866028756632
2010-01-06,1137.1400146484375,0.1915999984741211,0.18332137603954707
2010-01-07,1141.68994140625,0.19059999465942382,0.1827501392628512
2010-01-08,1144.97998046875,0.18129999160766602,0.18516828075783115
2010-01-11,1146.97998046875,0.17549999237060546,0.18778296910948136
2010-01-12,1136.219970703125,0.1825,0.18619944502206284
2010-01-13,1145.6800537109375,0.17850000381469727,0.1842759585352106
2010-01-14,1148.4599609375,0.17629999160766602,0.1869229237937182
2010-01-15,1136.030029296875,0.17909999847412109,0.18474057558136878
2010-01-19,1150.22998046875,0.17579999923706055,0.18066237508896557
2010-01-20,1138.0400390625,0.1868000030517578,0.1787297572382292
2010-01-21,1116.47998046875,0.22270000457763672,0.1743152303222862
2010-01-22,1091.760009765625,0.2730999946594238,0.16010430652448934
2010-01-25,1096.780029296875,0.25409999847412107,0.15982306039207947
2010-01-26,1092.1700439453125,0.24549999237060546,0.15920708517623883
2010-01-27,1097.5,0.2313999938964844,0.15907613655890063
2010-01-28,1084.530029296875,0.23729999542236327,0.15401543857165625
2010-01-29,1073.8699951171875,0.246200008392334,0.14997683778041496
2010-02-01,1089.18994140625,0.2259000015258789,0.14668171199288482
2010-02-02,1103.3199462890625,0.21479999542236328,0.14355030761851326
2010-02-03,1097.280029296875,0.21600000381469728,0.14202896021305986
2010-02-04,1063.1099853515625,0.26079999923706054,0.10279008919533131
2010-02-05,1066.18994140625,0.2611000061035156,0.10298363027756666
2010-02-08,1056.739990234375,0.26510000228881836,0.09723944672361552
2010-02-09,1070.52001953125,0.26,0.09637926453706962
2010-02-10,1068.1300048828125,0.2539999961853027,0.09614621810138892
2010-02-11,1078.469970703125,0.23959999084472655,0.09418084653780974
2010-02-12,1075.510009765625,0.2272999954223633,0.09316682376694069
2010-02-16,1094.8699951171875,0.2225,0.08196996346347508
2010-02-17,1099.510009765625,0.21719999313354493,0.08331567503851217
2010-02-18,1106.75,0.20629999160766602,0.08373588627203363
2010-02-19,1109.1700439453125,0.20020000457763673,0.08541611134308627
2010-02-22,1108.010009765625,0.19940000534057617,0.0848589283842081
2010-02-23,1094.5999755859375,0.213700008392334,0.07710351744558805
2010-02-24,1105.239990234375,0.2027000045776367,0.07416781421217104
2010-02-25,1102.93994140625,0.20100000381469726,0.07394240064823832
2010-02-26,1104.489990234375,0.195,0.07389678357297222
2010-03-01,1115.7099609375,0.19260000228881835,0.07062619855737105
2010-03-02,1118.31005859375,0.19059999465942382,0.07502640710690353
2010-03-03,1118.7900390625,0.18829999923706053,0.07492990047195523
2010-03-04,1122.969970703125,0.18719999313354493,0.0927266263971701
2010-03-05,1138.699951171875,0.17420000076293946,0.08598536261120887
2010-03-08,1138.5,0.17790000915527343,0.08771655096446894
2010-03-09,1140.449951171875,0.17920000076293946,0.08813778987340057
2010-03-10,1145.6099853515625,0.18569999694824219,0.0877896514818194
2010-03-11,1150.239990234375,0.18059999465942383,0.0889136150310458
2010-03-12,1149.989990234375,0.17579999923706055,0.09052979525651604
2010-03-15,1150.510009765625,0.18,0.11672154311248101
2010-03-16,1159.4599609375,0.17690000534057618,0.11611970234866677
2010-03-17,1166.2099609375,0.1690999984741211,0.12042741474743218
2010-03-18,1165.8299560546875,0.16620000839233398,0.131142944821299
2010-03-19,1159.9000244140625,0.16969999313354492,0.13478672827593416
2010-03-22,1165.81005859375,0.16870000839233398,0.15284393425369103
2010-03-23,1174.1700439453125,0.16350000381469726,0.15262815762069715
2010-03-24,1167.719970703125,0.17549999237060546,0.1791680234148064
2010-03-25,1165.72998046875,0.18399999618530274,0.18388942584699927
2010-03-26,1166.5899658203125,0.1777000045776367,0.2248698205056055
2010-03-29,1173.219970703125,0.1759000015258789,0.22435055071849172
2010-03-30,1173.27001953125,0.171299991607666,0.22806936739852196
2010-03-31,1169.4300537109375,0.1759000015258789,0.23062855551154757
2010-04-01,1178.0999755859375,0.17469999313354492,0.235556140002812
2010-04-05,1187.43994140625,0.17020000457763673,0.234089629375745
2010-04-06,1189.43994140625,0.16229999542236329,0.2367982277884976
2010-04-07,1182.449951171875,0.16620000839233398,0.23670043017988002
2010-04-08,1186.43994140625,0.1647999954223633,0.26011114837692095
2010-04-09,1194.3699951171875,0.16139999389648438,0.2639537483654008
2010-04-12,1196.47998046875,0.15579999923706056,0.26504400396748984
2010-04-13,1197.300048828125,0.16200000762939454,0.2649990797368117
2010-04-14,1210.6500244140625,0.1559000015258789,0.26134170304592474
2010-04-15,1211.6700439453125,0.15890000343322755,0.2817574047836904
2010-04-16,1192.1300048828125,0.1836000061035156,0.2804292529049003
2010-04-19,1197.52001953125,0.1734000015258789,0.28247393940289534
2010-04-20,1207.1700439453125,0.15729999542236328,0.2931450325178365
2010-04-21,1205.93994140625,0.1631999969482422,0.2938308958516129
2010-04-22,1208.6700439453125,0.16469999313354491,0.3075952245023925
2010-04-23,1217.280029296875,0.16620000839233398,0.30683074815183536
2010-04-26,1212.050048828125,0.17469999313354492,0.31024512884587346
2010-04-27,1183.7099609375,0.22809999465942382,0.3048946849886145
2010-04-28,1191.3599853515625,0.21079999923706055,0.3182782938061292
2010-04-29,1206.780029296875,0.18440000534057618,0.31552718502950083
2010-04-30,1186.68994140625,0.22049999237060547,0.3129573923152845
2010-05-03,1202.260009765625,0.20190000534057617,0.318787538229553
2010-05-04,1173.5999755859375,0.2384000015258789,0.3121456106701631
2010-05-05,1165.8699951171875,0.2490999984741211,0.31190926764548904
2010-05-06,1128.1500244140625,0.32799999237060545,0.2973717229788682
2010-05-07,1110.8800048828125,0.40950000762939454,0.29413683152873316
2010-05-10,1159.72998046875,0.2884000015258789,0.2678795189468568
2010-05-11,1155.7900390625,0.28319999694824216,0.26786211770613677
2010-05-12,1171.6700439453125,0.2552000045776367,0.26711581197338136
2010-05-13,1157.43994140625,0.26680000305175783,0.26612217413195016
2010-05-14,1135.6800537109375,0.31239999771118165,0.2614441538954869
2010-05-17,1136.93994140625,0.30840000152587893,0.274983457524533
2010-05-18,1120.800048828125,0.33549999237060546,0.27375702818516384
2010-05-19,1115.050048828125,0.35319999694824217,0.2736706887168799
2010-05-20,1071.5899658203125,0.45790000915527346,0.25031813505093176
2010-05-21,1087.68994140625,0.40099998474121096,0.24635124375274783
2010-05-24,1073.6500244140625,0.3831999969482422,0.26147197105497244
2010-05-25,1074.030029296875,0.3461000061035156,0.26300410801425167
2010-05-26,1067.949951171875,0.3502000045776367,0.2632816369490248
2010-05-27,1103.06005859375,0.2968000030517578,0.24517511209756715
2010-05-28,1089.4100341796875,0.3206999969482422,0.2468255386463583
2010-06-01,1070.7099609375,0.3554000091552734,0.24120274444591663
2010-06-02,1098.3800048828125,0.30170000076293946,0.229523967895754
